text,label
"DELIVERY NOTE
Delivery #: DN-1317
Date: 6/1/2023
Customer: Client 70
Order reference: PO-4445
Items delivered: 5 x Item 39
Carrier: Carrier 7",delivery_note
"BON DE LIVRAISON
BL N°: DN-8282
Date: 20/1/2023
Client: Client 41
Commande N°: PO-5741
Articles livrés: 17 x Item 32
Transporteur: Carrier 10",delivery_note
"BON DE LIVRAISON
BL N°: DN-6288
Date: 21/8/2023
Client: Client 77
Commande N°: PO-3696
Articles livrés: 18 x Item 42
Transporteur: Carrier 8",delivery_note
"DELIVERY NOTE
Delivery #: DN-8929
Date: 28/10/2023
Customer: Client 90
Order reference: PO-9315
Items delivered: 20 x Item 15
Carrier: Carrier 3",delivery_note
"DELIVERY NOTE
Delivery #: DN-9421
Date: 17/8/2023
Customer: Client 41
Order reference: PO-6012
Items delivered: 11 x Item 16
Carrier: Carrier 7",delivery_note
"BON DE LIVRAISON
BL N°: DN-2088
Date: 8/10/2023
Client: Client 79
Commande N°: PO-6841
Articles livrés: 10 x Item 28
Transporteur: Carrier 6",delivery_note
"BON DE LIVRAISON
BL N°: DN-9725
Date: 16/7/2023
Client: Client 74
Commande N°: PO-4943
Articles livrés: 16 x Item 41
Transporteur: Carrier 4",delivery_note
"BON DE LIVRAISON
BL N°: DN-3864
Date: 20/12/2023
Client: Client 87
Commande N°: PO-4626
Articles livrés: 19 x Item 49
Transporteur: Carrier 6",delivery_note
"BON DE LIVRAISON
BL N°: DN-7113
Date: 5/12/2023
Client: Client 84
Commande N°: PO-8081
Articles livrés: 5 x Item 38
Transporteur: Carrier 2",delivery_note
"BON DE LIVRAISON
BL N°: DN-8100
Date: 27/9/2023
Client: Client 23
Commande N°: PO-1014
Articles livrés: 8 x Item 29
Transporteur: Carrier 4",delivery_note
"DELIVERY NOTE
Delivery #: DN-3146
Date: 2/1/2023
Customer: Client 34
Order reference: PO-7612
Items delivered: 3 x Item 45
Carrier: Carrier 3",delivery_note
"DELIVERY NOTE
Delivery #: DN-8638
Date: 4/5/2023
Customer: Client 42
Order reference: PO-1261
Items delivered: 14 x Item 28
Carrier: Carrier 7",delivery_note
"DELIVERY NOTE
Delivery #: DN-6738
Date: 12/7/2023
Customer: Client 51
Order reference: PO-2661
Items delivered: 11 x Item 11
Carrier: Carrier 5",delivery_note
"BON DE LIVRAISON
BL N°: DN-4870
Date: 11/11/2023
Client: Client 84
Commande N°: PO-1372
Articles livrés: 17 x Item 29
Transporteur: Carrier 10",delivery_note
"DELIVERY NOTE
Delivery #: DN-9810
Date: 13/4/2023
Customer: Client 94
Order reference: PO-7812
Items delivered: 11 x Item 30
Carrier: Carrier 6",delivery_note
"BON DE LIVRAISON
BL N°: DN-5276
Date: 13/10/2023
Client: Client 23
Commande N°: PO-7123
Articles livrés: 4 x Item 50
Transporteur: Carrier 2",delivery_note
"DELIVERY NOTE
Delivery #: DN-9999
Date: 13/3/2023
Customer: Client 16
Order reference: PO-7453
Items delivered: 20 x Item 43
Carrier: Carrier 1",delivery_note
"DELIVERY NOTE
Delivery #: DN-7678
Date: 17/3/2023
Customer: Client 18
Order reference: PO-9087
Items delivered: 4 x Item 46
Carrier: Carrier 4",delivery_note
"BON DE LIVRAISON
BL N°: DN-5328
Date: 11/8/2023
Client: Client 94
Commande N°: PO-9130
Articles livrés: 10 x Item 38
Transporteur: Carrier 2",delivery_note
"DELIVERY NOTE
Delivery #: DN-1512
Date: 9/11/2023
Customer: Client 16
Order reference: PO-4767
Items delivered: 13 x Item 18
Carrier: Carrier 2",delivery_note
"BON DE LIVRAISON
BL N°: DN-1677
Date: 1/9/2023
Client: Client 44
Commande N°: PO-2610
Articles livrés: 15 x Item 31
Transporteur: Carrier 9",delivery_note
"DELIVERY NOTE
Delivery #: DN-4307
Date: 23/2/2023
Customer: Client 6
Order reference: PO-4098
Items delivered: 14 x Item 37
Carrier: Carrier 5",delivery_note
"DELIVERY NOTE
Delivery #: DN-4897
Date: 22/7/2023
Customer: Client 53
Order reference: PO-4865
Items delivered: 19 x Item 29
Carrier: Carrier 3",delivery_note
"DELIVERY NOTE
Delivery #: DN-6993
Date: 13/3/2023
Customer: Client 2
Order reference: PO-9399
Items delivered: 20 x Item 18
Carrier: Carrier 4",delivery_note
"BON DE LIVRAISON
BL N°: DN-2612
Date: 16/8/2023
Client: Client 17
Commande N°: PO-1239
Articles livrés: 19 x Item 8
Transporteur: Carrier 9",delivery_note
"BON DE LIVRAISON
BL N°: DN-9261
Date: 24/4/2023
Client: Client 95
Commande N°: PO-9503
Articles livrés: 1 x Item 15
Transporteur: Carrier 4",delivery_note
"BON DE LIVRAISON
BL N°: DN-2042
Date: 26/2/2023
Client: Client 43
Commande N°: PO-6778
Articles livrés: 7 x Item 1
Transporteur: Carrier 5",delivery_note
"BON DE LIVRAISON
BL N°: DN-1424
Date: 16/4/2023
Client: Client 30
Commande N°: PO-1304
Articles livrés: 3 x Item 15
Transporteur: Carrier 4",delivery_note
"DELIVERY NOTE
Delivery #: DN-6332
Date: 21/8/2023
Customer: Client 7
Order reference: PO-4189
Items delivered: 19 x Item 44
Carrier: Carrier 2",delivery_note
"BON DE LIVRAISON
BL N°: DN-4199
Date: 16/10/2023
Client: Client 38
Commande N°: PO-2961
Articles livrés: 6 x Item 25
Transporteur: Carrier 1",delivery_note
"DELIVERY NOTE
Delivery #: DN-5078
Date: 21/1/2023
Customer: Client 100
Order reference: PO-1754
Items delivered: 19 x Item 3
Carrier: Carrier 5",delivery_note
"DELIVERY NOTE
Delivery #: DN-7063
Date: 3/8/2023
Customer: Client 42
Order reference: PO-2677
Items delivered: 20 x Item 41
Carrier: Carrier 10",delivery_note
"BON DE LIVRAISON
BL N°: DN-5502
Date: 14/1/2023
Client: Client 43
Commande N°: PO-4214
Articles livrés: 13 x Item 9
Transporteur: Carrier 8",delivery_note
"BON DE LIVRAISON
BL N°: DN-9258
Date: 22/7/2023
Client: Client 73
Commande N°: PO-9668
Articles livrés: 6 x Item 28
Transporteur: Carrier 3",delivery_note
"DELIVERY NOTE
Delivery #: DN-6426
Date: 10/3/2023
Customer: Client 51
Order reference: PO-8356
Items delivered: 14 x Item 31
Carrier: Carrier 10",delivery_note
"BON DE LIVRAISON
BL N°: DN-5157
Date: 26/8/2023
Client: Client 17
Commande N°: PO-2355
Articles livrés: 10 x Item 23
Transporteur: Carrier 2",delivery_note
"DELIVERY NOTE
Delivery #: DN-3733
Date: 14/2/2023
Customer: Client 34
Order reference: PO-1596
Items delivered: 4 x Item 19
Carrier: Carrier 2",delivery_note
"DELIVERY NOTE
Delivery #: DN-4729
Date: 23/2/2023
Customer: Client 82
Order reference: PO-5468
Items delivered: 6 x Item 5
Carrier: Carrier 2",delivery_note
"BON DE LIVRAISON
BL N°: DN-2068
Date: 17/11/2023
Client: Client 96
Commande N°: PO-5247
Articles livrés: 16 x Item 7
Transporteur: Carrier 1",delivery_note
"BON DE LIVRAISON
BL N°: DN-7068
Date: 2/3/2023
Client: Client 28
Commande N°: PO-5363
Articles livrés: 6 x Item 32
Transporteur: Carrier 2",delivery_note
"DELIVERY NOTE
Delivery #: DN-8674
Date: 9/5/2023
Customer: Client 36
Order reference: PO-1886
Items delivered: 15 x Item 32
Carrier: Carrier 9",delivery_note
"BON DE LIVRAISON
BL N°: DN-8601
Date: 22/12/2023
Client: Client 15
Commande N°: PO-5898
Articles livrés: 18 x Item 43
Transporteur: Carrier 3",delivery_note
"DELIVERY NOTE
Delivery #: DN-1736
Date: 28/4/2023
Customer: Client 5
Order reference: PO-5619
Items delivered: 5 x Item 43
Carrier: Carrier 4",delivery_note
"BON DE LIVRAISON
BL N°: DN-4416
Date: 9/12/2023
Client: Client 82
Commande N°: PO-3791
Articles livrés: 4 x Item 46
Transporteur: Carrier 8",delivery_note
"DELIVERY NOTE
Delivery #: DN-8754
Date: 10/6/2023
Customer: Client 48
Order reference: PO-4954
Items delivered: 7 x Item 34
Carrier: Carrier 5",delivery_note
"BON DE LIVRAISON
BL N°: DN-6093
Date: 7/3/2023
Client: Client 73
Commande N°: PO-7368
Articles livrés: 8 x Item 41
Transporteur: Carrier 10",delivery_note
"BON DE LIVRAISON
BL N°: DN-7951
Date: 25/2/2023
Client: Client 4
Commande N°: PO-1735
Articles livrés: 9 x Item 4
Transporteur: Carrier 6",delivery_note
"BON DE LIVRAISON
BL N°: DN-5260
Date: 7/4/2023
Client: Client 20
Commande N°: PO-2165
Articles livrés: 10 x Item 41
Transporteur: Carrier 4",delivery_note
"BON DE LIVRAISON
BL N°: DN-9921
Date: 1/10/2023
Client: Client 65
Commande N°: PO-5583
Articles livrés: 13 x Item 34
Transporteur: Carrier 4",delivery_note
"BON DE LIVRAISON
BL N°: DN-7840
Date: 11/7/2023
Client: Client 12
Commande N°: PO-6713
Articles livrés: 12 x Item 4
Transporteur: Carrier 2",delivery_note
"DELIVERY NOTE
Delivery #: DN-1051
Date: 20/4/2023
Customer: Client 24
Order reference: PO-6800
Items delivered: 3 x Item 7
Carrier: Carrier 2",delivery_note
"BON DE LIVRAISON
BL N°: DN-8922
Date: 21/5/2023
Client: Client 74
Commande N°: PO-9969
Articles livrés: 9 x Item 21
Transporteur: Carrier 7",delivery_note
"BON DE LIVRAISON
BL N°: DN-8467
Date: 11/1/2023
Client: Client 64
Commande N°: PO-6957
Articles livrés: 8 x Item 40
Transporteur: Carrier 5",delivery_note
"BON DE LIVRAISON
BL N°: DN-2213
Date: 8/11/2023
Client: Client 75
Commande N°: PO-2920
Articles livrés: 4 x Item 49
Transporteur: Carrier 10",delivery_note
"BON DE LIVRAISON
BL N°: DN-8701
Date: 18/12/2023
Client: Client 44
Commande N°: PO-5888
Articles livrés: 14 x Item 40
Transporteur: Carrier 2",delivery_note
"BON DE LIVRAISON
BL N°: DN-6156
Date: 14/1/2023
Client: Client 39
Commande N°: PO-8998
Articles livrés: 13 x Item 42
Transporteur: Carrier 9",delivery_note
"BON DE LIVRAISON
BL N°: DN-1016
Date: 7/8/2023
Client: Client 64
Commande N°: PO-2711
Articles livrés: 9 x Item 35
Transporteur: Carrier 9",delivery_note
"BON DE LIVRAISON
BL N°: DN-8360
Date: 26/1/2023
Client: Client 66
Commande N°: PO-6846
Articles livrés: 15 x Item 20
Transporteur: Carrier 5",delivery_note
"BON DE LIVRAISON
BL N°: DN-4702
Date: 7/11/2023
Client: Client 40
Commande N°: PO-6332
Articles livrés: 7 x Item 32
Transporteur: Carrier 2",delivery_note
"BON DE LIVRAISON
BL N°: DN-5234
Date: 1/10/2023
Client: Client 93
Commande N°: PO-2175
Articles livrés: 10 x Item 3
Transporteur: Carrier 1",delivery_note
"DELIVERY NOTE
Delivery #: DN-7754
Date: 12/2/2023
Customer: Client 100
Order reference: PO-9464
Items delivered: 15 x Item 1
Carrier: Carrier 8",delivery_note
"BON DE LIVRAISON
BL N°: DN-3391
Date: 8/5/2023
Client: Client 32
Commande N°: PO-9706
Articles livrés: 3 x Item 21
Transporteur: Carrier 10",delivery_note
"BON DE LIVRAISON
BL N°: DN-6985
Date: 5/12/2023
Client: Client 55
Commande N°: PO-1694
Articles livrés: 5 x Item 41
Transporteur: Carrier 9",delivery_note
"BON DE LIVRAISON
BL N°: DN-3935
Date: 3/9/2023
Client: Client 62
Commande N°: PO-8393
Articles livrés: 8 x Item 12
Transporteur: Carrier 6",delivery_note
"BON DE LIVRAISON
BL N°: DN-2100
Date: 24/11/2023
Client: Client 48
Commande N°: PO-1743
Articles livrés: 12 x Item 8
Transporteur: Carrier 2",delivery_note
"BON DE LIVRAISON
BL N°: DN-5107
Date: 15/5/2023
Client: Client 54
Commande N°: PO-6661
Articles livrés: 15 x Item 27
Transporteur: Carrier 3",delivery_note
"BON DE LIVRAISON
BL N°: DN-8132
Date: 23/7/2023
Client: Client 89
Commande N°: PO-3618
Articles livrés: 3 x Item 22
Transporteur: Carrier 3",delivery_note
"BON DE LIVRAISON
BL N°: DN-7175
Date: 6/3/2023
Client: Client 63
Commande N°: PO-9232
Articles livrés: 19 x Item 20
Transporteur: Carrier 4",delivery_note
"DELIVERY NOTE
Delivery #: DN-1145
Date: 25/8/2023
Customer: Client 14
Order reference: PO-9119
Items delivered: 8 x Item 30
Carrier: Carrier 8",delivery_note
"BON DE LIVRAISON
BL N°: DN-7952
Date: 22/6/2023
Client: Client 68
Commande N°: PO-1998
Articles livrés: 15 x Item 42
Transporteur: Carrier 5",delivery_note
