text,label
"BON DE COMMANDE
Numéro: PO-2137
Date: 8/8/2023
Fournisseur: Supplier 74
Articles: 9 x Item 35
Total: 7336.94€
Délai de livraison: 2 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-4777
Date: 13/2/2023
Fournisseur: Supplier 16
Articles: 17 x Item 17
Total: 1865.89€
Délai de livraison: 8 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-7962
Date: 27/6/2023
Fournisseur: Supplier 15
Articles: 12 x Item 32
Total: 3365.58€
Délai de livraison: 5 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-7249
Date: 16/7/2023
Fournisseur: Supplier 39
Articles: 11 x Item 34
Total: 8484.65€
Délai de livraison: 8 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-1117
Date: 15/12/2023
Vendor: Supplier 1
Items: 18 x Item 17
Total: $8795.58
Delivery terms: 30 days",purchase_order
"PURCHASE ORDER
PO Number: PO-1366
Date: 6/3/2023
Vendor: Supplier 64
Items: 2 x Item 12
Total: $3307.38
Delivery terms: 25 days",purchase_order
"BON DE COMMANDE
Numéro: PO-1502
Date: 26/1/2023
Fournisseur: Supplier 28
Articles: 12 x Item 13
Total: 7193.05€
Délai de livraison: 2 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-3717
Date: 15/6/2023
Vendor: Supplier 61
Items: 2 x Item 24
Total: $3240.03
Delivery terms: 5 days",purchase_order
"BON DE COMMANDE
Numéro: PO-4314
Date: 23/12/2023
Fournisseur: Supplier 29
Articles: 7 x Item 45
Total: 9935.41€
Délai de livraison: 29 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-9214
Date: 11/4/2023
Vendor: Supplier 13
Items: 18 x Item 26
Total: $7019.54
Delivery terms: 27 days",purchase_order
"PURCHASE ORDER
PO Number: PO-8386
Date: 9/6/2023
Vendor: Supplier 57
Items: 2 x Item 21
Total: $2655.77
Delivery terms: 2 days",purchase_order
"BON DE COMMANDE
Numéro: PO-6686
Date: 8/10/2023
Fournisseur: Supplier 20
Articles: 13 x Item 5
Total: 8120.52€
Délai de livraison: 12 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-4645
Date: 6/3/2023
Fournisseur: Supplier 52
Articles: 9 x Item 23
Total: 4140.23€
Délai de livraison: 20 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-9687
Date: 21/11/2023
Vendor: Supplier 60
Items: 7 x Item 23
Total: $2971.87
Delivery terms: 27 days",purchase_order
"BON DE COMMANDE
Numéro: PO-9273
Date: 26/5/2023
Fournisseur: Supplier 18
Articles: 13 x Item 42
Total: 5541.90€
Délai de livraison: 8 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-7630
Date: 7/9/2023
Fournisseur: Supplier 36
Articles: 9 x Item 19
Total: 328.65€
Délai de livraison: 26 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-8080
Date: 21/4/2023
Fournisseur: Supplier 85
Articles: 7 x Item 45
Total: 2379.33€
Délai de livraison: 12 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-4651
Date: 16/3/2023
Fournisseur: Supplier 2
Articles: 19 x Item 11
Total: 7586.42€
Délai de livraison: 9 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-6426
Date: 8/10/2023
Vendor: Supplier 31
Items: 19 x Item 23
Total: $8982.04
Delivery terms: 7 days",purchase_order
"BON DE COMMANDE
Numéro: PO-3383
Date: 13/10/2023
Fournisseur: Supplier 3
Articles: 1 x Item 21
Total: 1218.66€
Délai de livraison: 6 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-1301
Date: 11/8/2023
Fournisseur: Supplier 39
Articles: 1 x Item 18
Total: 8306.12€
Délai de livraison: 16 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-7768
Date: 28/12/2023
Vendor: Supplier 37
Items: 17 x Item 48
Total: $2499.32
Delivery terms: 26 days",purchase_order
"BON DE COMMANDE
Numéro: PO-5278
Date: 15/10/2023
Fournisseur: Supplier 17
Articles: 13 x Item 46
Total: 3300.68€
Délai de livraison: 2 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-9098
Date: 15/9/2023
Fournisseur: Supplier 76
Articles: 5 x Item 37
Total: 109.21€
Délai de livraison: 28 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-5105
Date: 5/5/2023
Vendor: Supplier 69
Items: 19 x Item 11
Total: $5751.20
Delivery terms: 25 days",purchase_order
"BON DE COMMANDE
Numéro: PO-2644
Date: 12/5/2023
Fournisseur: Supplier 19
Articles: 15 x Item 49
Total: 9832.61€
Délai de livraison: 8 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-1723
Date: 4/11/2023
Fournisseur: Supplier 82
Articles: 16 x Item 28
Total: 8266.43€
Délai de livraison: 30 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-4857
Date: 5/11/2023
Fournisseur: Supplier 7
Articles: 2 x Item 27
Total: 3350.52€
Délai de livraison: 19 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-5325
Date: 25/11/2023
Vendor: Supplier 91
Items: 12 x Item 2
Total: $3217.47
Delivery terms: 17 days",purchase_order
"PURCHASE ORDER
PO Number: PO-3167
Date: 2/2/2023
Vendor: Supplier 17
Items: 1 x Item 16
Total: $5433.45
Delivery terms: 6 days",purchase_order
"PURCHASE ORDER
PO Number: PO-7594
Date: 13/11/2023
Vendor: Supplier 80
Items: 15 x Item 27
Total: $7192.21
Delivery terms: 13 days",purchase_order
"BON DE COMMANDE
Numéro: PO-6044
Date: 17/9/2023
Fournisseur: Supplier 73
Articles: 11 x Item 17
Total: 1538.17€
Délai de livraison: 11 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-5809
Date: 25/7/2023
Fournisseur: Supplier 20
Articles: 19 x Item 23
Total: 7193.74€
Délai de livraison: 19 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-1761
Date: 14/9/2023
Fournisseur: Supplier 66
Articles: 13 x Item 47
Total: 1462.00€
Délai de livraison: 25 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-5135
Date: 17/2/2023
Vendor: Supplier 74
Items: 18 x Item 21
Total: $4096.00
Delivery terms: 5 days",purchase_order
"BON DE COMMANDE
Numéro: PO-8764
Date: 1/1/2023
Fournisseur: Supplier 87
Articles: 15 x Item 49
Total: 1488.49€
Délai de livraison: 18 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-4840
Date: 28/1/2023
Vendor: Supplier 33
Items: 19 x Item 43
Total: $1625.50
Delivery terms: 30 days",purchase_order
"PURCHASE ORDER
PO Number: PO-3273
Date: 17/10/2023
Vendor: Supplier 63
Items: 1 x Item 21
Total: $9730.80
Delivery terms: 25 days",purchase_order
"PURCHASE ORDER
PO Number: PO-4051
Date: 25/3/2023
Vendor: Supplier 13
Items: 3 x Item 28
Total: $643.64
Delivery terms: 9 days",purchase_order
"PURCHASE ORDER
PO Number: PO-3735
Date: 20/8/2023
Vendor: Supplier 62
Items: 2 x Item 47
Total: $335.48
Delivery terms: 12 days",purchase_order
"BON DE COMMANDE
Numéro: PO-5222
Date: 21/2/2023
Fournisseur: Supplier 2
Articles: 16 x Item 1
Total: 5489.26€
Délai de livraison: 8 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-4219
Date: 2/1/2023
Vendor: Supplier 9
Items: 12 x Item 12
Total: $504.50
Delivery terms: 2 days",purchase_order
"PURCHASE ORDER
PO Number: PO-4637
Date: 14/11/2023
Vendor: Supplier 16
Items: 1 x Item 10
Total: $385.43
Delivery terms: 2 days",purchase_order
"BON DE COMMANDE
Numéro: PO-6374
Date: 17/10/2023
Fournisseur: Supplier 39
Articles: 18 x Item 34
Total: 4158.09€
Délai de livraison: 27 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-8743
Date: 22/9/2023
Fournisseur: Supplier 58
Articles: 12 x Item 14
Total: 7141.39€
Délai de livraison: 19 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-4731
Date: 2/12/2023
Vendor: Supplier 78
Items: 16 x Item 36
Total: $8381.45
Delivery terms: 5 days",purchase_order
"BON DE COMMANDE
Numéro: PO-9742
Date: 24/5/2023
Fournisseur: Supplier 67
Articles: 11 x Item 35
Total: 7245.95€
Délai de livraison: 10 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-9895
Date: 26/11/2023
Vendor: Supplier 93
Items: 16 x Item 13
Total: $4567.79
Delivery terms: 30 days",purchase_order
"PURCHASE ORDER
PO Number: PO-9663
Date: 25/2/2023
Vendor: Supplier 4
Items: 17 x Item 20
Total: $9185.27
Delivery terms: 20 days",purchase_order
"PURCHASE ORDER
PO Number: PO-3157
Date: 3/7/2023
Vendor: Supplier 79
Items: 20 x Item 24
Total: $8859.78
Delivery terms: 29 days",purchase_order
"PURCHASE ORDER
PO Number: PO-7621
Date: 27/1/2023
Vendor: Supplier 44
Items: 2 x Item 43
Total: $6093.51
Delivery terms: 24 days",purchase_order
"BON DE COMMANDE
Numéro: PO-3060
Date: 8/5/2023
Fournisseur: Supplier 25
Articles: 9 x Item 1
Total: 2257.26€
Délai de livraison: 12 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-7009
Date: 3/12/2023
Vendor: Supplier 49
Items: 1 x Item 48
Total: $9625.34
Delivery terms: 23 days",purchase_order
"PURCHASE ORDER
PO Number: PO-4796
Date: 28/4/2023
Vendor: Supplier 100
Items: 18 x Item 13
Total: $4195.79
Delivery terms: 27 days",purchase_order
"PURCHASE ORDER
PO Number: PO-1792
Date: 26/3/2023
Vendor: Supplier 59
Items: 14 x Item 32
Total: $347.06
Delivery terms: 30 days",purchase_order
"BON DE COMMANDE
Numéro: PO-2305
Date: 1/6/2023
Fournisseur: Supplier 67
Articles: 2 x Item 47
Total: 1705.01€
Délai de livraison: 6 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-9843
Date: 25/8/2023
Vendor: Supplier 12
Items: 4 x Item 20
Total: $6292.46
Delivery terms: 8 days",purchase_order
"BON DE COMMANDE
Numéro: PO-7016
Date: 23/2/2023
Fournisseur: Supplier 100
Articles: 19 x Item 47
Total: 2418.19€
Délai de livraison: 8 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-3083
Date: 5/2/2023
Fournisseur: Supplier 49
Articles: 15 x Item 4
Total: 8312.50€
Délai de livraison: 27 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-8944
Date: 13/4/2023
Vendor: Supplier 61
Items: 12 x Item 36
Total: $6895.18
Delivery terms: 15 days",purchase_order
"BON DE COMMANDE
Numéro: PO-8042
Date: 16/1/2023
Fournisseur: Supplier 95
Articles: 1 x Item 22
Total: 4358.88€
Délai de livraison: 3 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-7099
Date: 19/7/2023
Fournisseur: Supplier 76
Articles: 7 x Item 31
Total: 1472.63€
Délai de livraison: 8 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-1686
Date: 22/9/2023
Fournisseur: Supplier 23
Articles: 16 x Item 29
Total: 3668.41€
Délai de livraison: 16 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-3323
Date: 6/4/2023
Vendor: Supplier 42
Items: 13 x Item 19
Total: $6229.14
Delivery terms: 5 days",purchase_order
"PURCHASE ORDER
PO Number: PO-1379
Date: 20/5/2023
Vendor: Supplier 72
Items: 8 x Item 25
Total: $130.80
Delivery terms: 14 days",purchase_order
"BON DE COMMANDE
Numéro: PO-2625
Date: 27/10/2023
Fournisseur: Supplier 70
Articles: 18 x Item 3
Total: 1280.76€
Délai de livraison: 15 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-4347
Date: 20/12/2023
Vendor: Supplier 83
Items: 16 x Item 16
Total: $780.41
Delivery terms: 10 days",purchase_order
"PURCHASE ORDER
PO Number: PO-9031
Date: 7/6/2023
Vendor: Supplier 12
Items: 5 x Item 24
Total: $1172.44
Delivery terms: 11 days",purchase_order
"BON DE COMMANDE
Numéro: PO-7918
Date: 20/2/2023
Fournisseur: Supplier 98
Articles: 12 x Item 4
Total: 8002.35€
Délai de livraison: 3 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-1597
Date: 25/5/2023
Fournisseur: Supplier 67
Articles: 16 x Item 42
Total: 2746.96€
Délai de livraison: 20 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-7168
Date: 1/8/2023
Fournisseur: Supplier 66
Articles: 13 x Item 41
Total: 2508.43€
Délai de livraison: 11 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-7405
Date: 28/5/2023
Vendor: Supplier 61
Items: 14 x Item 36
Total: $5369.06
Delivery terms: 1 days",purchase_order
"BON DE COMMANDE
Numéro: PO-8289
Date: 18/3/2023
Fournisseur: Supplier 24
Articles: 7 x Item 36
Total: 7102.76€
Délai de livraison: 2 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-5951
Date: 11/10/2023
Vendor: Supplier 34
Items: 12 x Item 8
Total: $2283.40
Delivery terms: 2 days",purchase_order
"BON DE COMMANDE
Numéro: PO-2810
Date: 2/10/2023
Fournisseur: Supplier 44
Articles: 14 x Item 47
Total: 2730.61€
Délai de livraison: 29 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-5051
Date: 10/6/2023
Vendor: Supplier 65
Items: 1 x Item 13
Total: $5278.20
Delivery terms: 26 days",purchase_order
"BON DE COMMANDE
Numéro: PO-5312
Date: 9/8/2023
Fournisseur: Supplier 99
Articles: 1 x Item 36
Total: 534.19€
Délai de livraison: 15 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-3865
Date: 21/12/2023
Fournisseur: Supplier 88
Articles: 9 x Item 19
Total: 9988.75€
Délai de livraison: 9 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-7248
Date: 28/1/2023
Vendor: Supplier 39
Items: 8 x Item 23
Total: $6828.24
Delivery terms: 6 days",purchase_order
"PURCHASE ORDER
PO Number: PO-4972
Date: 16/11/2023
Vendor: Supplier 46
Items: 9 x Item 27
Total: $4137.68
Delivery terms: 22 days",purchase_order
"BON DE COMMANDE
Numéro: PO-4935
Date: 11/5/2023
Fournisseur: Supplier 40
Articles: 14 x Item 18
Total: 5564.44€
Délai de livraison: 21 jours",purchase_order
"BON DE COMMANDE
Numéro: PO-8671
Date: 4/5/2023
Fournisseur: Supplier 99
Articles: 11 x Item 27
Total: 7943.98€
Délai de livraison: 10 jours",purchase_order
"PURCHASE ORDER
PO Number: PO-9449
Date: 14/12/2023
Vendor: Supplier 89
Items: 11 x Item 13
Total: $5729.03
Delivery terms: 16 days",purchase_order
"BON DE COMMANDE
Numéro: PO-7176
Date: 25/11/2023
Fournisseur: Supplier 80
Articles: 12 x Item 22
Total: 653.04€
Délai de livraison: 30 jours",purchase_order
